Company,Date,Close/Last,Volume,Open,High,Low
NFLX,2016-02-10,88.45,23124460,89.0,92.21,87.42
NFLX,2016-02-09,86.13,25866630,81.75,88.4,81.55
NFLX,2016-02-08,83.32,25007100,80.57,84.7,79.95
NFLX,2016-02-05,82.79,25902100,88.23,88.95,81.86
NFLX,2016-02-04,89.71,19091590,89.5,91.25,86.54
NFLX,2016-02-03,90.74,27444120,92.41,92.69,86.14
NFLX,2016-02-02,91.49,21891050,95.54,96.65,90.73
NFLX,2016-02-01,94.09,19650570,91.79,97.18,91.3
NFLX,2016-01-29,91.84,20447090,92.0,94.39,90.63
NFLX,2016-01-28,94.41,24512180,93.84,95.25,90.11
NFLX,2016-01-27,91.15,25480410,96.61,97.8495,90.59
NFLX,2016-01-26,97.83,22050540,99.74,100.55,94.85
NFLX,2016-01-25,99.12,20279660,99.78,102.68,99.0
NFLX,2016-01-22,100.72,26783360,104.723,104.99,99.22
NFLX,2016-01-21,102.35,30955550,108.32,108.51,102.1
NFLX,2016-01-20,107.74,52944410,108.91,109.99,97.0501
NFLX,2016-01-19,107.89,35096370,106.57,110.14,105.55
NFLX,2016-01-15,104.04,19690630,102.43,105.5,101.72
NFLX,2016-01-14,107.06,23643610,105.65,109.25,101.21
NFLX,2016-01-13,106.56,24884940,114.43,114.48,104.53
NFLX,2016-01-12,116.58,15085830,116.11,117.78,115.08
NFLX,2016-01-11,114.97,21879520,112.13,116.79,111.2
NFLX,2016-01-08,111.39,18025770,116.33,117.72,111.1
NFLX,2016-01-07,114.56,33608880,116.36,122.18,112.29
NFLX,2016-01-06,117.68,32852210,105.29,117.91,104.96
NFLX,2016-01-05,107.66,17648620,110.45,110.58,105.85
NFLX,2016-01-04,109.96,20762780,109.0,110.0,105.21
NFLX,2015-12-31,114.38,9262658,116.21,117.46,114.28
NFLX,2015-12-30,116.71,8124238,118.95,119.02,116.43
NFLX,2015-12-29,119.12,8142303,118.19,119.6,116.92
NFLX,2015-12-28,117.11,8416823,117.26,117.35,113.85
NFLX,2015-12-24,117.33,3541403,118.22,118.8,117.3
NFLX,2015-12-23,118.16,9316271,116.91,118.56,115.78
NFLX,2015-12-22,116.24,9668180,117.3,117.43,114.86
NFLX,2015-12-21,116.63,11654460,119.51,119.59,115.66
NFLX,2015-12-18,118.02,17906510,120.85,122.19,117.92
NFLX,2015-12-17,122.51,17252230,123.97,126.35,122.42
NFLX,2015-12-16,122.64,13146370,119.8,123.0,118.09
NFLX,2015-12-15,118.6,11744030,121.93,123.3,118.54
NFLX,2015-12-14,120.67,18690270,119.77,120.9,114.66
NFLX,2015-12-11,118.91,16071210,121.45,123.0,118.6
NFLX,2015-12-10,122.91,13464370,124.5,125.21,121.62
NFLX,2015-12-09,124.2,17760240,127.7,128.78,122.33
NFLX,2015-12-08,126.98,18576050,121.51,128.24,121.1
NFLX,2015-12-07,125.36,23317450,131.19,133.27,122.75
NFLX,2015-12-04,130.93,20211300,127.0,130.99,125.75
NFLX,2015-12-03,126.81,26604200,129.62,132.2,126.39
NFLX,2015-12-02,128.93,24063230,125.53,131.35,124.93
NFLX,2015-12-01,125.37,12538210,124.47,125.57,122.42
NFLX,2015-11-30,123.33,13730870,126.03,126.6,122.89
NFLX,2015-11-27,125.44,6645484,123.85,126.39,123.59
NFLX,2015-11-25,124.16,10959350,124.23,125.2,122.36
NFLX,2015-11-24,123.31,18321110,123.67,124.66,120.03
NFLX,2015-11-23,125.03,15680530,124.3,126.2,121.66
NFLX,2015-11-20,123.84,17907720,120.85,124.07,119.21
NFLX,2015-11-19,120.22,19234530,120.25,123.13,119.61
